age,apps,first_name,full_name,height,last_name,played_positions,position,ranking,rating,team_name,team_region_name,weight
30,2,Maxime,Maxime Le Marchand,185,Le Marchand,-DC-DL-,Defender,1451,6.220000000000001,Fulham,England,78
19,1,Jacob,Jacob Ramsey,0,Ramsey,-MC-,Midfielder,1452,6.22,Aston Villa,England,0
28,1,Manolo,Manolo Gabbiadini,181,Gabbiadini,-AMC-AML-AMR-FW-,Forward,1453,6.22,Sampdoria,Italy,75
19,1,Marco,Marco Ludivin Majouga,182,Ludivin Majouga,,Forward,1454,6.22,Nimes,France,78
32,2,Tomás,Tomás Pina,184,Pina,-MC-,Midfielder,1455,6.22,Deportivo Alaves,Spain,78
21,4,Eddy,Eddy Sylvestre,174,Sylvestre,,Midfielder,1456,6.2175,Nice,France,69
34,3,Manuel Alejandro,Manu García,182,García Sánchez,-DMC-,Midfielder,1457,6.216666666666666,Deportivo Alaves,Spain,74
30,3,Tobias,Tobias Strobl,188,Strobl,-DC-DMC-DR-,Midfielder,1458,6.216666666666666,Augsburg,Germany,77
18,2,Lorenzo,Lorenzo Colombo,183,Colombo,,Forward,1459,6.215,AC Milan,Italy,74
22,2,Ragnar,Ragnar Ache,182,Ache,-FW-,Forward,1460,6.215,Eintracht Frankfurt,Germany,77
33,3,David,David Luiz,189,Luiz Moreira Marinho,-DC-DMC-,Defender,1461,6.213333333333334,Arsenal,England,84
28,3,Matej,Matej Vydra,180,Vydra,-AMC-AML-FW-,Forward,1462,6.213333333333334,Burnley,England,71
24,3,Rodrigo,Rodrigo Becão,191,Nascimiento Franca,-DC-,Defender,1463,6.213333333333334,Udinese,Italy,79
25,4,Domingos de Sousa,Domingos Duarte,192,Coutinho Meneses Duarte,-DC-,Defender,1464,6.2125,Granada,Spain,80
24,2,Alexander,Alexander Sørloth,195,Sørloth,-FW-,Forward,1465,6.21,RasenBallsport Leipzig,Germany,90
20,1,Batista,Batista Mendy,191,Mendy,,Defender,1466,6.21,Nantes,France,82
27,2,Frederico,Fred,169,Rodrigues de Paula Santos,-MC-,Midfielder,1467,6.21,Manchester United,England,64
30,1,Héctor,Héctor Herrera,185,Herrera,-MC-,Midfielder,1468,6.21,Atletico Madrid,Spain,80
17,4,Lucas,Lucas Gourna-Douath,185,Gourna-Douath,,Midfielder,1469,6.21,Saint-Etienne,France,0
27,1,Mario,Mario Lemina,184,Lemina,-DMC-,Midfielder,1470,6.21,Fulham,England,85
21,1,Matteo,Matteo Ahlinvi,183,Ahlinvi,,Midfielder,1471,6.21,Nimes,France,68
22,1,Robson,Robson Bambu,186,Alves de Barros,-DC-,Defender,1472,6.21,Nice,France,74
24,2,Sasa,Sasa Lukic,183,Lukic,-MC-,Midfielder,1473,6.21,Torino,Italy,77
30,2,Sebastian,Sebastian Rudy,180,Rudy,-DR-MC-MR-,Midfielder,1474,6.21,Schalke 04,Germany,74
29,5,Juan Carlos,Juan Carlos Real,183,Real,,Midfielder,1475,6.208,SD Huesca,Spain,73
19,3,Evann,Evann Guessand,185,Guessand,,Forward,1476,6.206666666666667,Nice,France,0
24,5,Marshall,Marshall Munetsi,187,Munetsi,-DMC-,Midfielder,1477,6.206,Reims,France,83
24,2,Milos,Milos Vulic,183,Vulic,,Midfielder,1478,6.205,Crotone,Italy,0
30,3,Ilija,Ilija Nestorovski,183,Nestorovski,-FW-,Forward,1479,6.203333333333333,Udinese,Italy,74
27,3,Jean-Daniel,Jean-Daniel Akpa Akpro,180,Akpa Akpro,-DR-MC-ML-MR-,Midfielder,1480,6.203333333333333,Lazio,Italy,70
22,4,Jamal,Jamal Lewis,178,Lewis,-DL-ML-,Defender,1481,6.2025,Newcastle United,England,70
30,1,Darko,Darko Lazovic,181,Lazovic,-ML-MR-,Midfielder,1482,6.2,Verona,Italy,66
20,3,Jonathan,Jonathan Burkardt,181,Burkardt,,Forward,1483,6.2,Mainz 05,Germany,76
25,1,Lorenzo,Lorenzo Venuti,176,Venuti,-DC-DL-DR-MR-,Defender,1484,6.2,Fiorentina,Italy,65
19,3,Marley,Marley Aké,0,Aké,,Midfielder,1485,6.2,Marseille,France,0
21,1,Trevoh,Trevoh Chalobah,190,Chalobah,-DMC-DR-,Midfielder,1486,6.2,Lorient,France,75
34,3,Ragnar,Ragnar Klavan,187,Klavan,-DC-,Defender,1487,6.196666666666668,Cagliari,Italy,85
23,6,Pedro,Pedro Chirivella,178,Chirivella,-DMC-,Midfielder,1488,6.196666666666665,Nantes,France,66
28,4,Romaine,Romaine Sawyers,175,Sawyers,-MC-ML-,Midfielder,1489,6.195,West Bromwich Albion,England,67
21,4,Tyler,Tyler Roberts,180,Roberts,-AMC-FW-,Forward,1490,6.195,Leeds,England,75
19,2,Yann,Yann Gboho,0,Gboho,,Midfielder,1491,6.195,Rennes,France,0
21,5,Stéphane,Stéphane Diarra,173,Diarra,,Midfielder,1492,6.194000000000001,Lorient,France,58
25,3,Alberto,Alberto Grassi,183,Grassi,-MC-,Midfielder,1493,6.1933333333333325,Parma Calcio 1913,Italy,75
25,4,Jon,Jon Bautista,180,Bautista,-FW-,Forward,1494,6.1925,Real Sociedad,Spain,72
24,4,Umut,Umut Bozok,178,Bozok,-FW-,Forward,1495,6.1925,Lorient,France,70
18,1,Enzo,Enzo Millot,173,Millot,,Forward,1496,6.19,Monaco,France,0
20,3,Francisco António,Trincão,184,Machado Trincão,-AMR-,Forward,1497,6.19,Barcelona,Spain,70
20,1,José Manuel,José Manuel Fontán,0,Fontán,,Defender,1498,6.19,Celta Vigo,Spain,0
28,3,Karim,Karim Onisiwo,188,Onisiwo,-AML-AMR-FW-,Forward,1499,6.19,Mainz 05,Germany,85
19,2,Bandiougou,Bandiougou Fadiga,0,Fadiga,,Midfielder,1500,6.1899999999999995,Paris Saint-Germain,France,0
25,2,Youssouf,Youssouf Kone,174,Kone,-DL-,Defender,1501,6.1899999999999995,Elche,Spain,71
22,3,Martin,Martin Erlic,192,Erlic,,Defender,1502,6.186666666666667,Spezia,Italy,78
30,4,Jake,Jake Livermore,181,Livermore,-DC-DMC-,Midfielder,1503,6.1850000000000005,West Bromwich Albion,England,91
25,2,Karol,Karol Linetty,176,Linetty,-MC-ML-MR-,Midfielder,1504,6.1850000000000005,Torino,Italy,73
30,2,Víctor,Vitolo,185,Machín Pérez,-FW-MC-ML-MR-,Midfielder,1505,6.1850000000000005,Atletico Madrid,Spain,80
22,4,Aurelien,Aurelien Scheidler,192,Scheidler,,Forward,1506,6.185,Dijon,France,89
25,2,Stanislav,Stanislav Lobotka,170,Lobotka,-DMC-,Midfielder,1507,6.185,Napoli,Italy,64
23,3,Steven,Steven Bergwijn,178,Bergwijn,-AMC-AML-AMR-FW-,Forward,1508,6.183333333333334,Tottenham,England,78
20,4,Hianga'a,Hianga'a M'Bock,186,M'Bock,,Midfielder,1509,6.1825,Brest,France,82
26,3,Abdoulaye,Abdoulaye Touré,188,Touré,-DMC-,Midfielder,1510,6.18,Nantes,France,84
21,2,Arne,Arne Maier,186,Maier,-DMC-,Midfielder,1511,6.18,Hertha Berlin,Germany,82
23,1,Breel,Breel Embolo,187,Embolo,-AMC-AMR-FW-,Forward,1512,6.18,Borussia M.Gladbach,Germany,88
27,2,Filip,Filip Kostic,184,Kostic,-FW-ML-MR-,Midfielder,1513,6.18,Eintracht Frankfurt,Germany,82
19,3,Flavius,Flavius Daniliuc,188,Daniliuc,,Defender,1514,6.18,Nice,France,0
21,1,Jamie,Jamie Shackleton,168,Shackleton,-DMC-,Midfielder,1515,6.18,Leeds,England,65
28,2,Jawad,Jawad El Yamiq,190,El Yamiq,-DC-,Defender,1516,6.18,Real Valladolid,Spain,83
28,3,Kevin,Kevin Lasagna,185,Lasagna,-AML-FW-,Forward,1517,6.18,Udinese,Italy,80
19,1,Niklas,Niklas Tauer,182,Tauer,,Midfielder,1518,6.18,Mainz 05,Germany,73
29,2,Oliver,Oliver Norwood,180,Norwood,-MC-,Midfielder,1519,6.18,Sheffield United,England,75
34,1,Olivier,Olivier Giroud,192,Giroud,-FW-,Forward,1520,6.18,Chelsea,England,93
31,3,Sven,Sven Schipplock,186,Schipplock,-FW-,Forward,1521,6.18,Arminia Bielefeld,Germany,84
21,3,Hannes,Hannes Wolf,179,Wolf,-AMC-,Midfielder,1522,6.176666666666667,Borussia M.Gladbach,Germany,68
29,3,Patrick,Patrick Herrmann,179,Herrmann,-FW-ML-MR-,Forward,1523,6.176666666666667,Borussia M.Gladbach,Germany,70
24,2,Daniele,Daniele Verde,168,Verde,-AML-AMR-,Forward,1524,6.175000000000001,Spezia,Italy,64
21,5,Pape Alassane,Pape Alassane Gueye,183,Gueye,,Midfielder,1525,6.1739999999999995,Marseille,France,65
26,3,Gonçalo,Gonçalo Paciência,184,Mendes Paciência,-FW-,Forward,1526,6.173333333333333,Schalke 04,Germany,70
31,4,Sergio,Sergio Postigo,184,Postigo,-DC-,Defender,1527,6.1725,Levante,Spain,78
27,4,Borja,Borja Iglesias,187,Iglesias,-FW-,Forward,1528,6.172499999999999,Real Betis,Spain,86
30,1,Fabian,Fabian Delph,174,Delph,-DL-MC-ML-,Midfielder,1529,6.17,Everton,England,60
27,1,Rodrigue Casimir,Casimir Ninga,186,Ninga,-AML-AMR-FW-,Forward,1530,6.17,Angers,France,81
28,1,Yunus,Yunus Malli,179,Malli,-AMC-AML-AMR-FW-,Midfielder,1531,6.17,Wolfsburg,Germany,72
27,3,Gonzalo,Gonzalo Escalante,182,Escalante,-DMC-,Midfielder,1532,6.169999999999999,Lazio,Italy,76
25,3,Ondrej,Ondrej Duda,181,Duda,-AMC-FW-,Midfielder,1533,6.166666666666667,FC Koln,Germany,75
21,3,Riccardo,Riccardo Sottil,180,Sottil,-AMR-,Forward,1534,6.166666666666667,Cagliari,Italy,75
25,2,Bertrand,Bertrand Traoré,181,Traoré,-AMR-FW-,Forward,1535,6.165,Aston Villa,England,73
30,2,Douglas Costa,Douglas Costa,172,de Souza,-MC-ML-MR-,Forward,1536,6.165,Juventus,Italy,70
23,2,Suat,Suat Serdar,184,Serdar,-MC-,Midfielder,1537,6.165,Schalke 04,Germany,75
0,2,Wilitty,Wilitty Younoussa,170,Younoussa,,Midfielder,1538,6.165,Dijon,France,65
19,6,Dan,Dan Ndoye,183,Ndoye,,Forward,1539,6.163333333333334,Nice,France,78
27,1,Íñigo,Íñigo Lekue,180,Lekue,-DL-DR-ML-MR-,Defender,1540,6.16,Athletic Bilbao,Spain,70
24,1,Mahmoud,Mahmoud Dahoud,178,Dahoud,-MC-,Midfielder,1541,6.16,Borussia Dortmund,Germany,68
26,2,Marvelous,Marvelous Nakamba,178,Nakamba,-DMC-,Midfielder,1542,6.16,Aston Villa,England,71
25,3,Óliver,Óliver Torres,178,Torres,-MC-ML-MR-,Midfielder,1543,6.16,Sevilla,Spain,70
19,1,Sergiño,Sergiño Dest,175,Dest,-DR-,Defender,1544,6.16,Barcelona,Spain,62
24,2,Thilo,Thilo Kehrer,186,Kehrer,-DC-DR-MR-,Defender,1545,6.16,Paris Saint-Germain,France,76
22,4,Maxime,Maxime Lopez,167,Lopez,-MC-MR-,Midfielder,1546,6.159999999999999,Marseille,France,58
21,4,Yassine,Yassine Benrahou,0,Benrahou,-AMC-,Midfielder,1547,6.159999999999999,Nimes,France,0
37,2,Goran,Goran Pandev,184,Pandev,-FW-MC-MR-,Forward,1548,6.154999999999999,Genoa,Italy,75
26,4,Luis,Luis Rioja,175,Rioja,-ML-,Forward,1549,6.1525,Deportivo Alaves,Spain,68
19,2,Alexis,Alexis Trouillet,175,Trouillet,,Midfielder,1550,6.15,Nice,France,65
23,2,Cedric,Cedric Teuchert,182,Teuchert,-AMR-FW-,Forward,1551,6.15,Union Berlin,Germany,80
25,2,Clément,Clément Lenglet,186,Lenglet,-DC-,Defender,1552,6.15,Barcelona,Spain,81
26,2,Federico,Fede Vico,176,Vico Villegas,-MC-ML-,Midfielder,1553,6.15,Granada,Spain,70
31,1,Franco,Franco Vázquez,187,Vázquez,-AMC-AML-AMR-FW-,Midfielder,1554,6.15,Sevilla,Spain,82
26,2,Jack,Jack Stephens,185,Stephens,-DC-,Defender,1555,6.15,Southampton,England,75
29,4,José Luis,Recio,183,García del Pozo,-MC-,Midfielder,1556,6.15,Eibar,Spain,74
22,1,Merih,Merih Demiral,192,Demiral,-DC-,Defender,1557,6.15,Juventus,Italy,86
28,4,Neeskens,Neeskens Kebano,170,Kebano,-AML-AMR-,Midfielder,1558,6.15,Fulham,England,65
20,1,Radoslaw,Radoslaw Majecki,194,Majecki,,Goalkeeper,1559,6.15,Monaco,France,75
29,2,Thomas,Thomas Delaney,182,Delaney,-DMC-,Midfielder,1560,6.15,Borussia Dortmund,Germany,79
23,3,Benjamin,Benjamin Henrichs,183,Henrichs,-DL-DMC-DR-MR-,Defender,1561,6.1499999999999995,RasenBallsport Leipzig,Germany,79
21,3,Martin,Martin Ødegaard,178,Ødegaard,-AMC-AMR-,Midfielder,1562,6.1499999999999995,Real Madrid,Spain,68
25,3,Takumi,Takumi Minamino,174,Minamino,-AMC-FW-,Forward,1563,6.146666666666667,Liverpool,England,68
19,5,Joris,Joris Chotard,179,Chotard,-DMC-,Midfielder,1564,6.146,Montpellier,France,70
34,4,Sylvain,Sylvain Marveaux,172,Marveaux,-AMC-AML-AMR-FW-,Midfielder,1565,6.1450000000000005,Lorient,France,69
24,2,Anastasios,Anastasios Donis,178,Donis,-AMC-AMR-FW-,Forward,1566,6.145,Reims,France,76
20,2,Hamed Junior,Hamed Junior Traore,184,Traore,-AMC-AML-,Midfielder,1567,6.145,Sassuolo,Italy,77
16,4,Mohamed,Mohamed Ali-Cho,0,Ali-Cho,,Midfielder,1568,6.145,Angers,France,0
32,2,Samuel,Samuel Di Carmine,187,Di Carmine,-FW-,Forward,1569,6.145,Verona,Italy,78
23,4,Jorge,Jorge de Frutos,173,de Frutos,,Midfielder,1570,6.140000000000001,Levante,Spain,72
27,2,Keagan,Keagan Dolly,170,Dolly,-AMC-AML-,Midfielder,1571,6.140000000000001,Montpellier,France,70
18,1,Lazar,Lazar Samardzic,184,Samardzic,,Midfielder,1572,6.14,RasenBallsport Leipzig,Germany,79
22,1,Ridle,Ridle Baku,176,Baku,-DMC-DR-MR-,Midfielder,1573,6.14,Wolfsburg,Germany,72
18,5,Maxence,Maxence Rivera,0,Rivera,,Forward,1574,6.138,Saint-Etienne,France,0
28,3,Maxime,Maxime Poundjé,180,Poundjé,-DL-,Defender,1575,6.136666666666667,Bordeaux,France,74
23,3,Nadiem,Nadiem Amiri,180,Amiri,-MC-ML-MR-,Midfielder,1576,6.136666666666667,Bayer Leverkusen,Germany,73
20,5,Miguel,Miguel Baeza,0,Baeza,,Midfielder,1577,6.136,Celta Vigo,Spain,0
29,5,Óscar,Óscar Plano,180,Plano,-AMC-AML-AMR-FW-,Forward,1578,6.136,Real Valladolid,Spain,72
28,2,Simone,Simone Verdi,171,Verdi,-AMC-AML-AMR-FW-,Forward,1579,6.135,Torino,Italy,62
32,3,Denis,Denis Odoi,178,Odoi,-DC-DL-DR-,Defender,1580,6.133333333333333,Fulham,England,72
22,6,Houboulang,Houboulang Mendes,184,Mendes,-DR-,Defender,1581,6.133333333333333,Lorient,France,73
32,3,Kévin,Kévin Monnet-Paquet,184,Monnet-Paquet,-FW-MC-ML-MR-,Forward,1582,6.133333333333333,Saint-Etienne,France,81
22,2,Salih,Salih Özcan,182,Özcan,-AMC-,Midfielder,1583,6.130000000000001,FC Koln,Germany,74
26,1,Federico,Federico Ricci,175,Ricci,-AML-AMR-,Midfielder,1584,6.13,Sassuolo,Italy,63
26,2,Guillermo,Guillermo Maripán,193,Maripán,-DC-,Defender,1585,6.13,Monaco,France,84
22,2,Lubomir,Lubomir Tupta,180,Tupta,,Forward,1586,6.13,Verona,Italy,72
23,3,Enes,Enes Ünal,187,Ünal,-FW-,Forward,1587,6.126666666666666,Getafe,Spain,78
27,2,Danny,Danny da Costa,187,da Costa,-DR-MR-,Defender,1588,6.125,Eintracht Frankfurt,Germany,85
32,4,Nolan,Nolan Roux,182,Roux,-AML-AMR-FW-,Forward,1589,6.125,Nimes,France,81
22,3,Mihai-Alexandru,Mihai-Alexandru Dobre,178,Dobre,,Midfielder,1590,6.123333333333334,Dijon,France,71
33,3,Shane,Shane Long,178,Long,-AMR-FW-,Forward,1591,6.123333333333334,Southampton,England,81
22,1,Antonio,Toni Lato,171,Latorre,-DL-,Defender,1592,6.12,Valencia,Spain,64
26,2,Danilo,Danilo Cataldi,180,Cataldi,-MC-,Midfielder,1593,6.12,Lazio,Italy,70
31,1,Jon Ander,Jon Ander Garrido,185,Garrido,,Midfielder,1594,6.12,Cadiz,Spain,80
21,2,Nathan,Nathan Tella,0,Tella,,Midfielder,1595,6.119999999999999,Southampton,England,0
34,5,Shinji,Shinji Okazaki,174,Okazaki,-AMC-AML-AMR-FW-,Forward,1596,6.118,SD Huesca,Spain,70
20,4,Oihan,Oihan Sancet,188,Sancet,-AMC-,Midfielder,1597,6.1175,Athletic Bilbao,Spain,73
19,2,Ahmad Toure,Ahmad Toure Ngouyamsa Nounchil,176,Ngouyamsa Nounchil,,Defender,1598,6.115,Dijon,France,75
30,2,Diego,Diego Farias,172,Farias,-AMC-AML-AMR-FW-,Forward,1599,6.115,Spezia,Italy,63
20,2,Ebrima,Ebrima Colley,0,Colley,,Forward,1600,6.115,Verona,Italy,0
18,2,Reinier Jesus,Reinier,185,Carvalho,-AMC-,Midfielder,1601,6.115,Borussia Dortmund,Germany,78
28,3,Ezgjan,Ezgjan Alioski,173,Alioski,-DL-ML-MR-,Midfielder,1602,6.113333333333333,Leeds,England,63
23,5,Yusuf,Yusuf Yazici,183,Yazici,-MC-ML-MR-,Midfielder,1603,6.112,Lille,France,74
25,1,Alejandro,Alex Berenguer,175,Berenguer Remiro,-DL-DR-FW-MC-ML-,Forward,1604,6.11,Athletic Bilbao,Spain,73
18,1,Joscha,Joscha Wosz,0,Wosz,,Midfielder,1605,6.11,RasenBallsport Leipzig,Germany,0
34,1,Ludovic,Ludovic Baal,176,Baal,-DL-ML-,Defender,1606,6.11,Brest,France,75
27,1,Sofian,Sofian Chakla,186,Chakla,,Defender,1607,6.11,Villarreal,Spain,77
33,3,Mark,Mark Noble,180,Noble,-MC-,Midfielder,1608,6.109999999999999,West Ham,England,70
24,3,Thomas,Thomas Ouwejan,178,Ouwejan,-DL-,Defender,1609,6.1066666666666665,Udinese,Italy,72
21,2,Alejandro,Álex Blanco,175,Blanco,,Forward,1610,6.105,Valencia,Spain,70
34,2,Enrique,Enric Gallego,190,Gallego Puigsech,-FW-,Forward,1611,6.105,Osasuna,Spain,79
22,2,Hugo,Hugo Magnetti,180,Magnetti,,Midfielder,1612,6.105,Brest,France,75
20,2,Sergio,Sergio Gómez,171,Gómez,,Midfielder,1613,6.105,SD Huesca,Spain,68
36,2,Vedad,Vedad Ibisevic,188,Ibisevic,-FW-,Forward,1614,6.105,Schalke 04,Germany,83
30,2,Yuya,Yuya Osako,182,Osako,-AMC-AML-AMR-FW-,Forward,1615,6.105,Werder Bremen,Germany,71
27,4,Lois,Lois Diony,183,Diony,-AML-FW-,Forward,1616,6.1049999999999995,Angers,France,82
36,3,Samir,Samir Handanovic,193,Handanovic,-GK-,Goalkeeper,1617,6.103333333333334,Inter,Italy,92
23,6,Gautier,Gautier Larsonneur,181,Larsonneur,-GK-,Goalkeeper,1618,6.1000000000000005,Brest,France,70
33,3,Perparim,Perparim Hetemaj,175,Hetemaj,-MC-ML-,Midfielder,1619,6.1000000000000005,Benevento,Italy,76
28,2,Christian,Christian Eriksen,182,Eriksen,-MC-ML-MR-,Midfielder,1620,6.1,Inter,Italy,76
29,1,Faouzi,Faouzi Ghoulam,186,Ghoulam,-DL-,Defender,1621,6.1,Napoli,Italy,80
23,1,Hamza,Hamza Choudhury,178,Choudhury,-DMC-,Midfielder,1622,6.1,Leicester,England,64
28,2,Ishak,Ishak Belfodil,192,Belfodil,-AML-AMR-FW-,Forward,1623,6.1,Hoffenheim,Germany,86
35,2,Luís Carlos,Luisinho,171,Correia Pinto,-DL-ML-,Defender,1624,6.1,SD Huesca,Spain,66
30,2,Marc,Marc Albrighton,175,Albrighton,-ML-MR-,Midfielder,1625,6.1,Leicester,England,74
27,2,Rubén,Rubén Pardo,181,Pardo,-MC-,Midfielder,1626,6.1,Bordeaux,France,69
23,1,Yan,Yan Eteki,180,Eteki,-DMC-,Midfielder,1627,6.1,Granada,Spain,70
19,4,Rayan,Rayan Philippe,182,Philippe,,Midfielder,1628,6.097499999999999,Dijon,France,76
25,3,Yann,Yann Bodiger,188,Bodiger,-DMC-,Midfielder,1629,6.096666666666668,Cadiz,Spain,80
22,3,Florian,Florian Müller,190,Müller,-GK-,Goalkeeper,1630,6.096666666666667,Freiburg,Germany,85
21,3,Tommaso,Tommaso Pobega,188,Pobega,,Midfielder,1631,6.096666666666667,Spezia,Italy,75
18,2,Isaac,Isaac Lihadji,177,Lihadji,,Forward,1632,6.095000000000001,Lille,France,0
30,2,Jonas,Jonas Hector,185,Hector,-DL-DMC-ML-,Midfielder,1633,6.095000000000001,FC Koln,Germany,75
25,2,Samuel,Samu Castillejo,182,Castillejo Azuaga,-AMC-AML-AMR-,Midfielder,1634,6.095000000000001,AC Milan,Italy,67
26,6,Adrien,Adrien Thomasson,177,Thomasson,-MC-ML-MR-,Midfielder,1635,6.094999999999999,Strasbourg,France,72
23,3,Oliver,Oliver Burke,188,Burke,-AML-AMR-FW-,Midfielder,1636,6.093333333333334,Sheffield United,England,74
33,1,Ahmed Eissa,Ahmed El Mohamady,183,El Mohamady Abdel Fattah,-DR-MR-,Defender,1637,6.09,Aston Villa,England,75
26,1,Christian,Christian Gebauer,187,Gebauer,,Midfielder,1638,6.09,Arminia Bielefeld,Germany,74
23,2,Heriberto Moreno,Heriberto Tavares,181,Borges Tavares,-AMC-AML-AMR-FW-,Forward,1639,6.09,Brest,France,74
20,1,Matteo,Matteo Tramoni,175,Tramoni,,Midfielder,1640,6.09,Cagliari,Italy,0
26,1,Mattia,Mattia Caldara,187,Caldara,-DC-,Defender,1641,6.09,Atalanta,Italy,80
27,1,Mattia,Mattia Sprocati,178,Sprocati,,Midfielder,1642,6.09,Parma Calcio 1913,Italy,70
21,1,Michaël,Michaël Cuisance,181,Cuisance,-AMC-,Midfielder,1643,6.09,Bayern Munich,Germany,74
29,3,Thomas,Thomas Fontaine,184,Fontaine,-DC-,Defender,1644,6.09,Lorient,France,78
30,1,Yann,Yann M'Vila,182,M'Vila,-MC-,Midfielder,1645,6.09,Saint-Etienne,France,80
33,6,Wesley,Wesley Lautoa,182,Lautoa,-DC-DMC-,Defender,1646,6.086666666666667,Dijon,France,87
30,3,Joel,Joel Robles,195,Robles,-GK-,Goalkeeper,1647,6.086666666666666,Real Betis,Spain,78
26,2,Roberto,Roberto Insigne,172,Insigne,,Forward,1648,6.085000000000001,Benevento,Italy,65
22,2,Johannes,Johannes Eggestein,183,Eggestein,-AMR-FW-,Midfielder,1649,6.085,Werder Bremen,Germany,75
22,2,Paul,Paul Akouokou,190,Akouokou,,Midfielder,1650,6.085,Real Betis,Spain,0
33,3,Kevin,Kevin Gameiro,172,Gameiro,-FW-,Forward,1651,6.083333333333333,Valencia,Spain,70
20,4,Timothy,Timothy Weah,185,Weah,,Forward,1652,6.0825000000000005,Lille,France,66
43,4,Vitorino Hilton,Hilton,180,Da Silva,-DC-,Defender,1653,6.0825000000000005,Montpellier,France,78
22,5,Stephy,Stephy Mavididi,182,Mavididi,-AML-FW-,Forward,1654,6.082,Montpellier,France,71
20,3,Tahith,Tahith Chong,185,Chong,,Midfielder,1655,6.080000000000001,Werder Bremen,Germany,75
20,1,Abdallahi,Abdallahi Mahmoud,0,Mahmoud,,Midfielder,1656,6.08,Deportivo Alaves,Spain,0
23,1,Djibril,Djibril Sow,184,Sow,-DMC-,Midfielder,1657,6.08,Eintracht Frankfurt,Germany,77
21,2,Leonardo,Leonardo Balerdi,187,Balerdi,-DC-,Defender,1658,6.08,Marseille,France,76
30,2,Timothy,Timothy Chandler,186,Chandler,-DR-ML-MR-,Midfielder,1659,6.08,Eintracht Frankfurt,Germany,84
21,3,Joaquín,Joaquín Muñoz,173,Muñoz,,Forward,1660,6.079999999999999,SD Huesca,Spain,60
23,3,Hidde,Hidde ter Avest,182,ter Avest,-DR-MR-,Defender,1661,6.076666666666667,Udinese,Italy,78
19,2,Curtis,Curtis Jones,185,Jones,-MC-,Midfielder,1662,6.075,Liverpool,England,75
22,4,Kaj,Kaj Sierhuis,180,Sierhuis,-FW-,Forward,1663,6.075,Reims,France,74
20,2,Vincenzo,Vincenzo Millico,173,Millico,,Forward,1664,6.075,Torino,Italy,68
28,3,Johan,Johan Mojica,185,Mojica,-DL-ML-,Defender,1665,6.073333333333333,Atalanta,Italy,66
21,5,Youssouf,Youssouf Fofana,178,Fofana,-MC-,Midfielder,1666,6.072,Monaco,France,0
26,2,Davide,Davide Biraschi,182,Biraschi,-DC-DR-MR-,Defender,1667,6.07,Genoa,Italy,73
32,2,Julian,Julian Baumgartlinger,184,Baumgartlinger,-DMC-,Midfielder,1668,6.07,Bayer Leverkusen,Germany,84
23,1,Kiril,Kiril Despodov,178,Despodov,,Forward,1669,6.07,Cagliari,Italy,69
23,3,Riccardo,Riccardo Orsolini,183,Orsolini,-AMR-,Forward,1670,6.07,Bologna,Italy,73
28,2,Rubén,Rubén Sobrino,185,Sobrino,-AMR-FW-,Forward,1671,6.07,Valencia,Spain,73
19,1,Unai,Unai Vencedor,176,Vencedor,,Midfielder,1672,6.07,Athletic Bilbao,Spain,71
28,5,Florent,Florent Mollet,170,Mollet,-AMC-AML-,Midfielder,1673,6.066000000000001,Montpellier,France,67
28,6,Idriss,Idriss Saadi,185,Saadi,-FW-,Forward,1674,6.065,Strasbourg,France,85
20,2,Sacha,Sacha Boey,166,Boey,,Defender,1675,6.065,Rennes,France,0
27,2,Felipe Anderson,Felipe Anderson,175,Pereira Gomes,-FW-MC-ML-MR-,Midfielder,1676,6.0649999999999995,West Ham,England,70
25,4,Habib,Habib Diallo,186,Diallo,-FW-,Forward,1677,6.0649999999999995,Metz,France,79
34,2,Oscar,Oscar Wendt,181,Wendt,-DL-ML-,Defender,1678,6.0649999999999995,Borussia M.Gladbach,Germany,82
22,2,Pedro Miguel,Pedro Pereira,182,Lopes Pereira,-DR-MR-,Defender,1679,6.0649999999999995,Crotone,Italy,77
33,3,Tim,Tim Ream,186,Ream,-DC-DL-DMC-,Defender,1680,6.0633333333333335,Fulham,England,80
34,3,Billy,Billy Sharp,175,Sharp,-FW-,Forward,1681,6.063333333333333,Sheffield United,England,70
27,2,Alexander,Alexander Hack,193,Hack,-DC-,Defender,1682,6.0600000000000005,Mainz 05,Germany,88
20,2,Emanuel,Emanuel Vignato,175,Vignato,-AMC-,Midfielder,1683,6.0600000000000005,Bologna,Italy,70
31,2,Leonardo,Leonardo Pavoletti,188,Pavoletti,-FW-,Forward,1684,6.0600000000000005,Cagliari,Italy,80
18,1,Daniel,Daniel Maldini,181,Maldini,,Forward,1685,6.06,AC Milan,Italy,0
34,6,Frédéric,Frédéric Sammaritano,162,Sammaritano,-AMC-AML-AMR-,Midfielder,1686,6.06,Dijon,France,64
21,1,Lennart,Lennart Czyborra,181,Czyborra,-DL-,Defender,1687,6.06,Genoa,Italy,72
24,1,Ola,Ola Aina,184,Aina,-DL-DR-ML-MR-,Defender,1688,6.06,Fulham,England,82
20,1,Samy,Samy Benchama,185,Benchama,,Midfielder,1689,6.06,Montpellier,France,71
29,4,Manuel,Manuel Perez,180,Perez,,Midfielder,1690,6.0575,Lens,France,71
